"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"378","Eric Selleck","ARI","L","1","9.55","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","0","5","1","0","1","0","1","0","0","3","0","0","0","0","-"
"407","Patrice Cormier","WPG","C","2","8.9833333333333","0","0","0","0","0","-","1","0.00","0.32","2","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","3","6","33.33"
"424","Brent Regner","FLA","D","7","81.083333333333","0","0","0","0","0","-","7","0.00","0.21","10","8","2","0","1","0","4","2","2","0","0","0","1","0","4","7","7","0","0","-"
"435","Sean Collins","WSH","C","2","17.05","0","0","0","0","0","-","0","-","0.1","1","1","1","1","1","0","2","1","1","0","0","2","0","0","0","0","2","0","0","-"
"442","Brian Lashoff","DET","D","6","66.6","0","0","0","0","0","0.00","1","0.00","0.06","5","2","1","0","0","0","0","0","0","0","0","0","1","0","8","7","4","0","0","-"
"444","Matt Taormina","T.B","D","3","41.783333333333","0","0","0","0","0","0.00","2","0.00","0.1","5","4","1","0","1","0","0","0","0","0","0","1","2","0","1","1","3","0","0","-"
"449","Jordan Caron","STL","R","4","32.5","0","0","0","0","0","-","1","0.00","0.08","2","1","1","1","0","1","0","0","0","0","0","0","0","0","6","5","0","0","0","-"
"456","Chris Brown","WSH","R","1","7.6833333333333","0","0","0","0","0","-","1","0.00","0.07","2","1","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"481","Taylor Beck","EDM, NYI, NYR","L","7","61.016666666667","0","0","0","0","0","-","5","0.00","0.4","14","7","5","4","0","0","6","3","3","0","0","1","2","1","11","9","0","0","1","0.00"
"483","Philip Samuelsson","ARI","D","4","63.55","0","0","0","0","0","0.00","5","0.00","0.09","7","6","2","0","0","0","2","1","1","0","0","0","1","1","3","5","11","0","0","-"
"507","Garrett Wilson","FLA","L","29","271.8","0","0","0","0","0","0.00","28","0.00","2.54","46","38","30","17","0","1","24","9","7","2","0","7","2","2","75","40","4","0","1","0.00"
"516","Garrett Mitchell","WSH","R","1","8.8","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0.00"
"518","Mitch Callahan","DET","R","4","27.25","0","0","0","0","0","-","2","0.00","0.15","6","3","2","1","0","0","0","0","0","0","0","0","0","1","3","3","2","0","0","-"
"525","Ben Sexton","OTT","C","2","20.55","0","0","0","0","0","-","1","0.00","0.04","1","1","1","0","0","0","0","0","0","0","0","0","1","0","6","5","0","3","2","60.00"
"536","Ryan Stanton","WSH","D","1","8.6833333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
"551","Mark Alt","COL, PHI","D","15","186.73333333333","0","0","0","0","0","0.00","11","0.00","0.27","29","17","3","0","0","3","2","1","1","0","0","1","4","3","17","34","18","0","0","-"
"566","John McFarland","FLA","L","3","29.733333333333","0","0","0","0","0","-","2","0.00","0.26","4","4","3","1","0","0","0","0","0","0","0","0","1","0","5","5","3","0","0","-"
"567","Brett Bulmer","MIN","R","3","20.15","0","0","0","0","0","-","2","0.00","0.04","2","2","0","0","0","0","7","2","1","1","0","3","0","0","2","3","0","0","0","-"
"582","Tye McGinn","T.B","L","2","17.083333333333","0","0","0","0","0","-","1","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"584","Morgan Ellis","MTL","D","3","26.866666666667","0","0","0","0","0","0.00","3","0.00","0.1","7","4","3","0","0","0","2","1","1","0","0","0","2","0","1","5","2","0","0","-"
"595","Jarred Tinordi","ARI, MTL","D","10","142.98333333333","0","0","0","0","0","0.00","3","0.00","0.16","10","8","0","0","0","0","17","4","1","3","0","5","1","1","22","17","11","0","0","-"
"605","John Ramage","CBJ","D","1","14.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","-"
"608","Alex Friesen","VAN","C","1","11.716666666667","0","0","0","0","0","-","1","0.00","0.06","2","1","2","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0.00"
"610","Sam Carrick","TOR","C","3","34.4","0","0","0","0","0","-","4","0.00","0.21","4","4","3","1","0","0","4","2","2","0","0","0","0","0","4","7","0","1","0","100.00"
"624","Brody Sutter","CAR","C","8","71.733333333333","0","0","0","0","0","-","7","0.00","0.5","9","9","6","2","0","0","0","0","0","0","0","1","1","1","21","9","0","9","4","69.23"
"626","Andrew Crescenzi","L.A","C","2","15.716666666667","0","0","0","0","0","-","0","-","0.08","1","1","1","1","0","0","2","1","1","0","0","0","0","1","4","1","0","8","8","50.00"
"630","Kael Mouillierat","PIT","L","1","10.683333333333","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","2","1","1","0","0","0","0","1","4","1","0","5","6","45.45"
"640","Patrick Cannone","MIN","C","3","23.65","0","0","0","0","0","0.00","2","0.00","0.17","3","2","3","1","0","0","0","0","0","0","0","0","2","1","2","4","1","11","10","52.38"
"643","Alex Broadhurst","CBJ","C","2","20.083333333333","0","0","0","0","0","-","1","0.00","0.35","3","3","3","0","0","1","2","1","1","0","0","0","2","2","0","0","0","0","0","-"
"654","Chase Balisy","FLA","C","8","78.533333333333","0","0","0","0","0","-","6","0.00","0.88","13","9","7","4","1","0","0","0","0","0","0","1","2","5","4","5","2","11","19","36.67"
"670","Max Friberg","ANA","R","5","44.2","0","0","0","0","0","-","1","0.00","0.13","6","4","2","0","0","0","2","1","1","0","0","0","0","0","7","4","2","0","0","-"
"672","Andrey Pedan","VAN","D","13","142.38333333333","0","0","0","0","0","0.00","11","0.00","0.32","27","17","6","0","0","0","18","6","4","2","0","3","5","0","40","19","8","0","0","-"
"675","TJ Tynan","CBJ","C","3","22.45","0","0","0","0","0","-","3","0.00","0.27","7","5","5","2","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","-"
"678","Michael Paliotta","CBJ","D","1","7.5333333333333","0","0","0","0","0","0.00","2","0.00","0.02","2","2","0","0","0","0","4","2","2","0","0","0","0","0","0","0","1","0","0","-"
"679","Steven Fogarty","NYR","C","1","12.266666666667","0","0","0","0","0","-","1","0.00","0.15","2","2","1","1","1","0","2","1","1","0","0","0","1","0","2","1","0","0","0","-"
"680","Keegan Lowe","EDM","D","2","27.8","0","0","0","0","0","0.00","4","0.00","0.53","10","5","5","2","0","1","0","0","0","0","0","0","1","1","1","4","1","0","0","-"
"683","Daniel Catenacci","BUF, NYR","C","12","107.18333333333","0","0","0","0","0","0.00","8","0.00","0.86","9","9","6","3","1","0","0","0","0","0","0","2","0","2","23","8","3","2","0","100.00"
"690","Alexandre Grenier","VAN","R","9","88.3","0","0","0","0","0","0.00","10","0.00","0.93","17","14","8","5","0","2","2","1","1","0","0","0","3","3","8","6","3","3","1","75.00"
"692","Dillon Simpson","EDM","D","3","32.65","0","0","0","0","0","0.00","2","0.00","0.06","5","3","1","0","0","0","2","1","1","0","0","0","1","0","3","3","2","0","0","-"
"693","Robbie Russo","DET","D","19","305.31666666667","0","0","0","0","0","0.00","18","0.00","0.48","40","31","2","2","1","0","2","1","1","0","0","2","13","0","24","47","13","0","0","-"
"697","Joseph LaBate","VAN","C","13","87.933333333333","0","0","0","0","0","0.00","5","0.00","0.53","13","9","7","2","0","0","21","6","3","3","0","5","1","3","23","10","2","1","0","100.00"
"704","Alex Khokhlachev","BOS","C","5","51.266666666667","0","0","0","0","0","-","4","0.00","0.23","10","6","4","1","0","1","0","0","0","0","0","1","1","0","2","5","1","0","2","0.00"
"737","Mark McNeill","CHI, DAL","C","2","26.55","0","0","0","0","0","-","1","0.00","0.11","2","1","2","1","0","0","0","0","0","0","0","0","1","1","3","3","1","0","3","0.00"
"743","Stuart Percy","TOR","D","3","39.483333333333","0","0","0","0","0","-","1","0.00","0.02","5","2","0","0","1","0","0","0","0","0","0","0","1","1","4","6","3","0","0","-"
"746","Nicklas Jensen","NYR","R","7","64.566666666667","0","0","0","0","0","0.00","8","0.00","0.34","18","11","4","1","2","0","0","0","0","0","0","0","1","2","7","5","2","0","0","-"
"752","Ben Thomson","N.J","L","3","32.666666666667","0","0","0","0","0","-","7","0.00","0.85","8","8","6","4","0","2","4","2","2","0","0","1","1","0","7","7","1","0","1","0.00"
"764","Spencer Abbott","CHI","L","1","8.5666666666667","0","0","0","0","0","-","1","0.00","0.1","2","1","1","1","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"768","Jeremy Welsh","STL","C","2","16.616666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","2","1","1","0","0","0","0","1","4","4","0","1","2","33.33"
"780","Nicolas Kerdiles","ANA","L","3","18.633333333333","0","0","0","0","0","0.00","0","-","0.13","2","1","1","1","1","0","0","0","0","0","0","0","2","0","1","2","2","1","1","50.00"
"810","Tanner Richard","T.B","C","3","38.116666666667","0","0","0","0","0","-","1","0.00","0.08","3","2","1","0","0","0","2","1","1","0","0","0","1","2","6","6","2","13","17","43.33"
"824","Brendan Woods","CAR","L","5","43.533333333333","0","0","0","0","0","-","5","0.00","0.15","5","5","1","0","0","0","7","2","1","1","0","2","1","1","3","6","0","0","1","0.00"
"827","Trevor Carrick","CAR","D","3","40.85","0","0","0","0","0","0.00","4","0.00","0.09","7","5","0","0","0","0","2","1","1","0","0","0","1","4","1","1","2","0","0","-"
"840","Petteri Lindbohm","STL","D","17","228.76666666667","0","0","0","0","0","0.00","19","0.00","0.41","43","26","7","0","0","1","11","4","3","1","0","4","2","3","24","24","16","0","0","-"
"842","Riley Barber","WSH","R","3","25.733333333333","0","0","0","0","0","-","2","0.00","0.11","3","2","1","0","1","0","0","0","0","0","0","0","0","0","1","4","0","0","0","-"
"851","Brady Austin","BUF","D","5","80.45","0","0","0","0","0","0.00","8","0.00","0.14","10","9","1","0","1","1","4","2","2","0","0","0","2","1","6","8","0","0","0","-"
"854","Liam O'Brien","WSH","C","4","26.883333333333","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","5","1","0","1","0","1","1","1","5","7","0","0","2","0.00"
"858","Evan McEneny","VAN","D","1","15.133333333333","0","0","0","0","0","0.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"867","Andrew Miller","EDM","C","6","54.733333333333","0","0","0","0","0","0.00","3","0.00","0.5","4","4","4","2","0","0","0","0","0","0","0","1","0","1","4","4","0","13","16","44.83"
"878","Carson Soucy","MIN","D","3","44.533333333333","0","0","0","0","0","-","4","0.00","0.06","5","4","0","0","0","0","2","1","1","0","0","3","0","1","4","3","3","0","0","-"
"880","Sean Malone","BUF","C","1","12.2","0","0","0","0","0","-","1","0.00","0.12","2","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","5","3","62.50"
"882","Tyrell Goulbourne","PHI","L","9","50.25","0","0","0","0","0","0.00","2","0.00","0.17","5","4","3","3","0","0","2","1","1","0","0","0","0","1","15","7","2","0","0","-"
"895","Justin Auger","L.A","R","2","15.983333333333","0","0","0","0","0","-","1","0.00","0.07","3","2","2","0","1","0","0","0","0","0","0","1","0","0","2","1","2","0","0","-"
"903","Morgan Klimchuk","CGY","L","1","7.4166666666667","0","0","0","0","0","-","0","-","0.06","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","-"
"927","Emile Poirier","CGY","L","2","27.783333333333","0","0","0","0","0","-","3","0.00","0.35","8","7","6","2","0","0","2","1","1","0","0","1","0","1","4","2","1","0","0","-"
"940","Samuel Morin","PHI","D","3","49.4","0","0","0","0","0","0.00","3","0.00","0.2","7","5","3","0","0","0","4","2","2","0","0","0","1","2","14","8","1","0","0","-"
"953","Colby Cave","BOS","C","3","34.366666666667","0","0","0","0","0","-","2","0.00","0.28","4","3","3","1","0","0","2","1","1","0","0","0","0","1","3","2","2","10","14","41.67"
"954","Dakota Mermis","ARI","D","9","98.866666666667","0","0","0","0","0","0.00","7","0.00","0.11","11","8","0","0","0","0","0","0","0","0","0","0","1","0","5","11","6","0","0","-"
"957","Curtis Valk","FLA","C","1","3.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0.00"
"958","Ronalds Kenins","VAN","L","8","91.283333333333","0","0","0","0","0","0.00","6","0.00","0.53","13","10","10","2","0","1","6","3","3","0","0","2","2","3","19","5","2","1","2","33.33"
"961","Rinat Valiev","MTL, TOR","D","12","146.11666666667","0","0","0","0","0","0.00","9","0.00","0.27","24","14","3","0","0","0","2","1","1","0","0","2","4","2","9","17","6","0","0","-"
"970","Connor Jones","NYI","C","4","47.383333333333","0","0","0","0","0","0.00","2","0.00","0.55","9","3","2","0","1","0","2","1","1","0","0","2","1","2","13","4","3","8","5","61.54"
"973","Dennis Everberg","COL","R","15","134.15","0","0","0","0","0","0.00","9","0.00","0.86","16","12","9","4","1","2","0","0","0","0","0","2","3","0","11","9","12","0","0","-"
"975","Borna Rendulic","COL, VAN","R","4","27.433333333333","0","0","0","0","0","-","2","0.00","0.14","4","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","3","0.00"
"978","Michael Keranen","MIN","L","1","6.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"986","Michael Dal Colle","NYI","L","4","53.416666666667","0","0","0","0","0","0.00","1","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","0","0","1","1","3","1","0","0","-"
"1014","Andreas Englund","OTT","D","6","64.3","0","0","0","0","0","0.00","3","0.00","0.3","7","6","4","2","0","1","2","1","1","0","0","0","3","1","21","3","2","0","0","-"
"1015","Vladislav Kamenev","COL, NSH","C, L","5","46.583333333333","0","0","0","0","0","-","2","0.00","0.04","4","3","1","0","0","0","2","1","1","0","0","1","1","0","4","4","1","13","18","41.94"
"1020","Dominic Turgeon","DET","C","5","46.166666666667","0","0","0","0","0","-","3","0.00","0.22","5","4","1","1","1","0","2","1","1","0","0","0","2","3","3","6","8","7","14","33.33"
"1028","Chase De Leo","WPG","C","2","18.833333333333","0","0","0","0","0","0.00","2","0.00","0.1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","100.00"
"1029","Nelson Nogier","WPG","D","10","117.13333333333","0","0","0","0","0","0.00","8","0.00","0.29","16","10","1","0","0","1","5","1","0","1","0","2","6","0","12","8","5","0","0","-"
"1045","Andrew Mangiapane","CGY","L","10","89.3","0","0","0","0","0","-","7","0.00","1.14","19","15","10","7","2","2","2","1","1","0","0","0","3","2","9","9","4","1","0","100.00"
"1046","Jack Rodewald","OTT","R","4","29.2","0","0","0","0","0","-","0","-","0.06","3","2","1","0","0","0","2","1","1","0","0","0","2","2","5","2","2","0","2","0.00"
"1047","Danick Martel","PHI","L","4","40.866666666667","0","0","0","0","0","0.00","6","0.00","0.87","12","11","9","5","1","0","0","0","0","0","0","0","0","1","2","3","9","0","0","-"
"1051","Casey Bailey","OTT","R","7","55.966666666667","0","0","0","0","0","-","10","0.00","0.62","12","10","3","2","0","0","0","0","0","0","0","1","0","1","4","8","4","0","1","0.00"
"1052","Kyle Baun","CHI","R","2","18.1","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","9","0","0","0","-"
"1054","Rasmus Andersson","CGY","D","11","172.93333333333","0","0","0","0","0","0.00","8","0.00","0.25","24","13","7","0","0","1","4","2","2","0","0","4","4","0","6","14","12","0","0","-"
"1064","Jakob Forsbacka Karlsson","BOS","C","1","8.4166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","50.00"
"1069","Oliver Kylington","CGY","D","1","17.366666666667","0","0","0","0","0","0.00","1","0.00","0.03","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"1077","Nicholas Merkley","ARI","R","1","13.5","0","0","0","0","0","-","0","-","0.04","1","1","1","0","0","0","2","1","1","0","0","1","1","1","0","2","0","0","0","-"
"1082","Nicolas Roy","CAR","C","1","10.766666666667","0","0","0","0","0","-","1","0.00","0.02","2","1","0","0","0","0","0","0","0","0","0","2","0","1","2","0","0","6","4","60.00"
"1087","Kyle Capobianco","ARI","D","1","13.55","0","0","0","0","0","0.00","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","1","1","3","0","1","0","0","-"
"1088","Blake Speers","N.J","C","3","28.45","0","0","0","0","0","-","3","0.00","0.16","3","3","1","1","0","0","0","0","0","0","0","0","0","1","1","2","1","0","2","0.00"
"1091","Jacob Larsson","ANA","D","4","65.716666666667","0","0","0","0","0","-","2","0.00","0.15","11","5","1","0","1","0","2","1","1","0","0","0","1","0","1","6","1","0","0","-"
"1093","Denis Gurianov","DAL","R","1","13.1","0","0","0","0","0","-","0","-","0.05","3","1","1","1","0","0","0","0","0","0","0","0","0","0","1","2","3","0","0","-"
"1110","Vojtech Mozik","N.J","D","7","92.683333333333","0","0","0","0","0","0.00","6","0.00","0.23","9","8","1","1","1","0","4","2","2","0","0","1","1","0","12","6","5","0","0","-"
"1115","Alexandre Carrier","NSH","D","2","20.783333333333","0","0","0","0","0","0.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","-"
"1117","Christian Jaros","OTT","D","2","15.933333333333","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","-"
"1118","Troy Terry","ANA","R","2","20.416666666667","0","0","0","0","0","-","3","0.00","0.13","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","-"
"1119","Adam Gaudette","VAN","C","5","63.933333333333","0","0","0","0","0","0.00","9","0.00","0.65","20","14","13","5","0","0","0","0","0","0","0","0","4","1","2","7","3","6","10","37.50"
